Rank,Model,Aver,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,DROP,Type,Precision,Nparam,model_link
1071,TheTravellingEngineer/llama2-7b-chat-hf-v4,43.47,53.41,78.56,46.43,38.71,74.03,7.51,5.61,fine-tuned,16bit,6.74,https://huggingface.co/TheTravellingEngineer/llama2-7b-chat-hf-v4
1072,undi95/llama2-to-mistral-diff,43.47,53.41,78.56,46.43,38.71,74.03,7.51,5.61,fine-tuned,16bit,0.0,https://huggingface.co/undi95/llama2-to-mistral-diff
1073,jondurbin/airoboros-l2-7b-gpt4-1.4.1,43.46,55.12,79.6,45.17,40.29,74.27,2.81,6.96,fine-tuned,16bit,6.61,https://huggingface.co/jondurbin/airoboros-l2-7b-gpt4-1.4.1
1074,bongchoi/test-llama2-7b,43.43,53.07,78.57,46.86,38.75,74.03,7.13,5.61,fine-tuned,16bit,7.0,https://huggingface.co/bongchoi/test-llama2-7b
1075,yeen214/test_llama2_7b,43.43,53.07,78.57,46.86,38.75,74.03,7.13,5.61,fine-tuned,16bit,6.61,https://huggingface.co/yeen214/test_llama2_7b
1076,NewstaR/Starlight-7B,43.42,53.07,78.57,46.8,38.75,74.03,7.13,5.59,fine-tuned,16bit,6.61,https://huggingface.co/NewstaR/Starlight-7B
1077,TaylorAI/Flash-Llama-7B,43.42,53.07,78.57,46.8,38.75,74.03,7.13,5.6,fine-tuned,16bit,6.61,https://huggingface.co/TaylorAI/Flash-Llama-7B
1078,TheTravellingEngineer/llama2-7b-chat-hf-v2,43.42,53.07,78.57,46.8,38.75,74.03,7.13,5.59,fine-tuned,16bit,6.74,https://huggingface.co/TheTravellingEngineer/llama2-7b-chat-hf-v2
1079,TheTravellingEngineer/llama2-7b-chat-hf-v4,43.42,53.07,78.57,46.8,38.75,74.03,7.13,5.59,fine-tuned,16bit,6.74,https://huggingface.co/TheTravellingEngineer/llama2-7b-chat-hf-v4
1080,ToolBench/ToolLLaMA-7b-LoRA,43.42,52.99,78.62,46.87,38.67,74.35,6.82,5.61,fine-tuned,16bit,7.0,https://huggingface.co/ToolBench/ToolLLaMA-7b-LoRA
1081,ibranze/araproje-llama2-7b-hf,43.42,53.07,78.57,46.8,38.75,74.03,7.13,5.59,fine-tuned,16bit,6.61,https://huggingface.co/ibranze/araproje-llama2-7b-hf
1082,NurtureAI/Orca-2-13B-16k,43.41,53.67,69.48,41.02,45.3,60.06,1.82,32.53,fine-tuned,16bit,13.02,https://huggingface.co/NurtureAI/Orca-2-13B-16k
1083,clibrain/Llama-2-7b-ft-instruct-es,43.4,53.67,77.83,46.58,38.82,75.22,5.69,5.96,fine-tuned,16bit,6.61,https://huggingface.co/clibrain/Llama-2-7b-ft-instruct-es
1084,JosephusCheung/Qwen-VL-LLaMAfied-7B-Chat,43.39,47.35,69.97,44.12,42.87,65.67,0.0,33.74,fine-tuned,16bit,7.0,https://huggingface.co/JosephusCheung/Qwen-VL-LLaMAfied-7B-Chat
1085,fireballoon/baichuan-vicuna-chinese-7b,43.39,43.52,71.12,46.87,42.45,66.85,5.53,27.4,fine-tuned,16bit,6.74,https://huggingface.co/fireballoon/baichuan-vicuna-chinese-7b
1086,georgesung/llama2_7b_chat_uncensored,43.39,53.58,78.66,44.49,41.34,74.11,5.84,5.69,fine-tuned,16bit,6.61,https://huggingface.co/georgesung/llama2_7b_chat_uncensored
1087,TehVenom/Pygmalion-Vicuna-1.1-7b,43.35,52.82,78.66,43.61,42.21,71.98,6.22,7.97,,16bit,6.74,https://huggingface.co/TehVenom/Pygmalion-Vicuna-1.1-7b
1088,heegyu/LIMA2-7b-hf,43.32,53.24,80.6,43.22,44.74,69.93,3.87,7.63,instruction-tuned,16bit,6.61,https://huggingface.co/heegyu/LIMA2-7b-hf
1089,dotvignesh/perry-7b,43.3,51.79,76.43,46.18,40.08,72.53,10.31,5.79,fine-tuned,16bit,6.61,https://huggingface.co/dotvignesh/perry-7b
1090,quantumaikr/QuantumLM-7B,43.29,50.26,76.1,45.27,46.25,71.51,7.66,5.99,,16bit,6.61,https://huggingface.co/quantumaikr/QuantumLM-7B
1091,rameshm/llama-2-13b-mathgpt-v4,43.26,50.94,75.56,43.78,41.96,69.14,14.71,6.71,fine-tuned,16bit,12.85,https://huggingface.co/rameshm/llama-2-13b-mathgpt-v4
1092,dhmeltzer/llama-7b-SFT_ds_eli5_1024_r_64_alpha_16_merged,43.25,53.41,77.9,43.56,40.81,74.59,5.08,7.37,fine-tuned,16bit,6.74,https://huggingface.co/dhmeltzer/llama-7b-SFT_ds_eli5_1024_r_64_alpha_16_merged
1093,qualis2006/llama-2-7b-int4-python-code-18k,43.22,52.13,78.55,46.25,37.69,74.98,6.22,6.69,fine-tuned,16bit,6.61,https://huggingface.co/qualis2006/llama-2-7b-int4-python-code-18k
1094,LeoLM/leo-hessianai-7b-chat,43.18,52.56,77.61,45.58,44.89,69.93,5.16,6.53,instruction-tuned,16bit,6.61,https://huggingface.co/LeoLM/leo-hessianai-7b-chat
1095,luffycodes/llama-shishya-7b-ep3-v2,43.17,47.35,75.88,43.84,30.16,68.75,0.0,36.21,fine-tuned,16bit,6.61,https://huggingface.co/luffycodes/llama-shishya-7b-ep3-v2
1096,openchat/opencoderplus,43.17,50.6,78.22,42.73,50.72,66.14,4.62,9.14,,16bit,15.52,https://huggingface.co/openchat/opencoderplus
1097,PocketDoc/Dans-RetroRodeo-13b,43.15,53.84,79.63,48.93,38.73,73.8,0.0,7.1,fine-tuned,16bit,13.02,https://huggingface.co/PocketDoc/Dans-RetroRodeo-13b
1098,uukuguy/speechless-codellama-orca-13b,43.14,44.37,65.2,43.46,45.94,64.01,5.99,33.06,instruction-tuned,16bit,12.85,https://huggingface.co/uukuguy/speechless-codellama-orca-13b
1099,Fredithefish/Guanaco-7B-Uncensored,43.13,52.13,78.77,43.42,44.45,73.09,4.25,5.82,fine-tuned,16bit,6.61,https://huggingface.co/Fredithefish/Guanaco-7B-Uncensored
1100,lmsys/longchat-7b-v1.5-32k,43.06,51.71,74.97,43.16,44.42,68.67,4.78,13.73,fine-tuned,16bit,6.61,https://huggingface.co/lmsys/longchat-7b-v1.5-32k
1101,FelixChao/vicuna-7B-physics,43.05,49.49,75.88,46.58,49.31,69.38,4.25,6.49,fine-tuned,16bit,6.61,https://huggingface.co/FelixChao/vicuna-7B-physics
1102,venkycs/llama-v2-7b-32kC-Security,42.99,49.83,77.33,44.41,47.96,71.74,3.87,5.81,instruction-tuned,16bit,6.61,https://huggingface.co/venkycs/llama-v2-7b-32kC-Security
1103,elyza/ELYZA-japanese-Llama-2-7b-fast-instruct,42.96,53.75,77.55,46.85,38.84,71.59,6.29,5.84,fine-tuned,16bit,6.66,https://huggingface.co/elyza/ELYZA-japanese-Llama-2-7b-fast-instruct
1104,GeneZC/MiniChat-3B,42.94,44.03,67.19,39.17,45.67,65.27,10.54,28.73,fine-tuned,16bit,3.0,https://huggingface.co/GeneZC/MiniChat-3B
1105,jondurbin/airoboros-7b-gpt4-1.4,42.94,53.92,80.33,38.61,41.05,72.77,3.71,10.16,fine-tuned,16bit,6.61,https://huggingface.co/jondurbin/airoboros-7b-gpt4-1.4
1106,llm-agents/tora-7b-v1.0,42.89,52.47,78.68,45.9,37.9,73.56,2.5,9.24,instruction-tuned,16bit,6.61,https://huggingface.co/llm-agents/tora-7b-v1.0
1107,vibhorag101/llama-2-7b-chat-hf-phr_mental_health-2048,42.84,52.39,75.39,39.77,42.89,71.19,5.91,12.3,fine-tuned,4bit,6.61,https://huggingface.co/vibhorag101/llama-2-7b-chat-hf-phr_mental_health-2048
1108,hiyouga/Baichuan2-7B-Base-LLaMAfied,42.83,49.57,73.45,54.86,37.54,70.72,7.81,5.85,fine-tuned,16bit,6.99,https://huggingface.co/hiyouga/Baichuan2-7B-Base-LLaMAfied
1109,itsliupeng/llama2_7b_code,42.81,52.13,75.71,48.05,38.76,71.51,8.11,5.39,fine-tuned,16bit,6.61,https://huggingface.co/itsliupeng/llama2_7b_code
1110,notstoic/PygmalionCoT-7b,42.79,51.45,76.92,33.35,48.13,68.9,3.26,17.51,fine-tuned,16bit,6.74,https://huggingface.co/notstoic/PygmalionCoT-7b
1111,speechlessai/speechless-coding-7b-16k-tora,42.76,41.13,64.48,38.86,44.95,63.85,17.06,28.96,fine-tuned,16bit,7.0,https://huggingface.co/speechlessai/speechless-coding-7b-16k-tora
1112,GOAT-AI/GOAT-7B-Community,42.74,48.81,74.63,49.58,42.48,72.3,4.47,6.91,fine-tuned,16bit,6.61,https://huggingface.co/GOAT-AI/GOAT-7B-Community
1113,dhmeltzer/llama-7b-SFT_ds_wiki65k_1024_r_64_alpha_16_merged,42.74,54.35,78.06,45.35,37.11,73.4,4.62,6.28,instruction-tuned,16bit,6.74,https://huggingface.co/dhmeltzer/llama-7b-SFT_ds_wiki65k_1024_r_64_alpha_16_merged
1114,meta-llama/Llama-2-7b-hf,42.67,53.07,77.74,43.8,38.98,74.59,5.38,5.13,,4bit,0.0,https://huggingface.co/meta-llama/Llama-2-7b-hf
1115,Charlie911/vicuna-7b-v1.5-lora-mctaco-modified1,42.65,40.87,73.4,47.42,39.87,69.46,1.29,26.25,fine-tuned,16bit,6.61,https://huggingface.co/Charlie911/vicuna-7b-v1.5-lora-mctaco-modified1
1116,TheTravellingEngineer/llama2-7b-chat-hf-v3,42.65,52.22,76.78,45.89,38.38,73.4,6.22,5.66,fine-tuned,16bit,6.74,https://huggingface.co/TheTravellingEngineer/llama2-7b-chat-hf-v3
1117,mosaicml/mpt-7b-instruct,42.62,50.34,77.91,32.35,35.08,70.48,2.81,29.4,fine-tuned,16bit,6.65,https://huggingface.co/mosaicml/mpt-7b-instruct
1118,llm-agents/tora-code-34b-v1.0,42.61,50.43,75.54,46.78,39.66,68.19,13.12,4.58,instruction-tuned,16bit,33.48,https://huggingface.co/llm-agents/tora-code-34b-v1.0
1119,LeoLM/leo-hessianai-7b-chat-bilingual,42.58,51.02,76.03,44.68,47.16,70.72,2.73,5.72,instruction-tuned,16bit,6.61,https://huggingface.co/LeoLM/leo-hessianai-7b-chat-bilingual
1120,Aspik101/vicuna-7b-v1.3-instruct-pl-lora_unload,42.57,48.04,76.28,47.42,44.4,70.09,6.22,5.57,fine-tuned,16bit,6.61,https://huggingface.co/Aspik101/vicuna-7b-v1.3-instruct-pl-lora_unload
1121,speechlessai/speechless-codellama-airoboros-orca-platypus-13b,42.55,44.88,67.7,43.16,40.88,66.14,1.82,33.26,fine-tuned,16bit,12.85,https://huggingface.co/speechlessai/speechless-codellama-airoboros-orca-platypus-13b
1122,Charlie911/vicuna-7b-v1.5-lora-mctaco-modified4,42.54,40.7,73.08,47.26,41.59,67.88,0.08,27.17,fine-tuned,16bit,6.61,https://huggingface.co/Charlie911/vicuna-7b-v1.5-lora-mctaco-modified4
1123,elyza/ELYZA-japanese-Llama-2-7b,42.53,52.22,76.42,44.6,37.92,72.69,8.34,5.53,fine-tuned,16bit,6.61,https://huggingface.co/elyza/ELYZA-japanese-Llama-2-7b
1124,TheTravellingEngineer/llama2-7b-chat-hf-v3,42.51,51.96,76.7,45.36,38.31,73.56,5.99,5.7,fine-tuned,16bit,6.74,https://huggingface.co/TheTravellingEngineer/llama2-7b-chat-hf-v3
1125,PocketDoc/Dans-CreepingSenseOfDoom,42.48,53.33,78.9,48.09,37.84,73.32,0.0,5.9,fine-tuned,16bit,12.85,https://huggingface.co/PocketDoc/Dans-CreepingSenseOfDoom
1126,shibing624/chinese-alpaca-plus-7b-hf,42.46,49.23,70.48,38.39,39.72,70.09,0.68,28.61,fine-tuned,16bit,6.68,https://huggingface.co/shibing624/chinese-alpaca-plus-7b-hf
1127,Linly-AI/Chinese-LLaMA-2-7B-hf,42.44,48.04,73.25,35.04,39.92,70.17,6.22,24.46,fine-tuned,16bit,6.64,https://huggingface.co/Linly-AI/Chinese-LLaMA-2-7B-hf
1128,FelixChao/vicuna-7B-chemical,42.4,49.83,74.42,44.1,51.7,67.17,3.34,6.26,fine-tuned,16bit,6.61,https://huggingface.co/FelixChao/vicuna-7B-chemical
1129,starmpcc/Asclepius-Llama2-7B,42.38,50.85,76.53,43.61,43.31,68.27,0.3,13.8,instruction-tuned,16bit,7.0,https://huggingface.co/starmpcc/Asclepius-Llama2-7B
1130,TheBloke/Llama-2-7B-GPTQ,42.33,52.05,77.59,43.99,39.32,72.93,5.0,5.45,pretrained,GPTQ,9.05,https://huggingface.co/TheBloke/Llama-2-7B-GPTQ
1131,jphme/orca_mini_v2_ger_7b,42.33,49.83,75.5,39.1,45.74,71.59,4.17,10.42,fine-tuned,16bit,6.61,https://huggingface.co/jphme/orca_mini_v2_ger_7b
1132,AlpinDale/pygmalion-instruct,42.3,52.56,77.65,35.94,42.13,72.06,9.86,5.89,,16bit,6.74,https://huggingface.co/AlpinDale/pygmalion-instruct
1133,LLMs/AlpacaGPT4-7B-elina,42.3,55.03,78.79,37.5,41.53,72.69,4.55,6.02,fine-tuned,16bit,6.61,https://huggingface.co/LLMs/AlpacaGPT4-7B-elina
1134,jondurbin/airoboros-7b-gpt4-1.3,42.3,52.47,77.98,41.97,35.73,72.3,0.99,14.64,fine-tuned,16bit,6.61,https://huggingface.co/jondurbin/airoboros-7b-gpt4-1.3
1135,Juniplayground/Mist_LLaMA-2-7B-1024_V3,42.2,51.37,77.74,41.34,41.21,73.32,4.85,5.57,fine-tuned,16bit,6.61,https://huggingface.co/Juniplayground/Mist_LLaMA-2-7B-1024_V3
1136,jondurbin/airoboros-gpt-3.5-turbo-100k-7b,42.13,53.07,76.16,33.63,45.07,70.8,3.56,12.63,fine-tuned,16bit,6.61,https://huggingface.co/jondurbin/airoboros-gpt-3.5-turbo-100k-7b
1137,LLMs/Stable-Vicuna-13B,42.09,53.41,78.57,50.37,48.36,56.99,0.0,6.94,instruction-tuned,16bit,12.85,https://huggingface.co/LLMs/Stable-Vicuna-13B
1138,openthaigpt/openthaigpt-1.0.0-alpha-7b-chat-ckpt-hf,42.05,50.85,74.89,40.02,47.23,69.06,3.87,8.42,instruction-tuned,16bit,6.61,https://huggingface.co/openthaigpt/openthaigpt-1.0.0-alpha-7b-chat-ckpt-hf
1139,TigerResearch/tigerbot-7b-base,41.99,47.7,72.08,45.11,42.27,69.61,10.84,6.3,,16bit,6.73,https://huggingface.co/TigerResearch/tigerbot-7b-base
1140,titan087/OpenLlama13B-Guanaco,41.98,51.19,75.24,43.76,38.4,71.74,7.58,5.96,fine-tuned,16bit,12.85,https://huggingface.co/titan087/OpenLlama13B-Guanaco
1141,chavinlo/alpaca-native,41.96,52.3,77.09,41.6,37.58,69.46,1.44,14.23,,16bit,6.61,https://huggingface.co/chavinlo/alpaca-native
1142,jerryjalapeno/nart-100k-7b,41.91,54.1,78.47,34.98,36.74,70.48,3.56,15.02,fine-tuned,16bit,6.61,https://huggingface.co/jerryjalapeno/nart-100k-7b
1143,ehartford/WizardLM-7B-Uncensored,41.9,47.87,73.08,35.42,41.49,68.43,3.26,23.76,fine-tuned,16bit,6.61,https://huggingface.co/ehartford/WizardLM-7B-Uncensored
1144,ehartford/dolphin-llama2-7b,41.88,46.59,67.52,48.37,49.72,63.77,5.69,11.53,fine-tuned,16bit,6.61,https://huggingface.co/ehartford/dolphin-llama2-7b
1145,DevaMalla/llama_7b_qlora_pds-eval,41.87,53.92,78.13,32.98,45.6,72.61,4.17,5.66,fine-tuned,16bit,7.0,https://huggingface.co/DevaMalla/llama_7b_qlora_pds-eval
1146,golaxy/goims,41.85,49.49,72.67,43.85,44.8,69.69,6.29,6.18,fine-tuned,16bit,6.76,https://huggingface.co/golaxy/goims
1147,mosaicml/mpt-7b-8k-chat,41.8,48.04,77.62,41.88,43.68,71.03,4.4,5.91,fine-tuned,16bit,6.65,https://huggingface.co/mosaicml/mpt-7b-8k-chat
1148,WeOpenML/Alpaca-7B-v1,41.79,49.06,75.71,33.76,36.28,71.51,0.15,26.04,fine-tuned,16bit,6.61,https://huggingface.co/WeOpenML/Alpaca-7B-v1
1149,elyza/ELYZA-japanese-Llama-2-7b-fast,41.72,51.88,75.46,44.34,36.45,71.59,6.29,6.04,fine-tuned,16bit,6.66,https://huggingface.co/elyza/ELYZA-japanese-Llama-2-7b-fast
1150,LeoLM/leo-hessianai-7b,41.71,51.96,75.84,42.85,37.94,72.14,5.61,5.61,fine-tuned,16bit,6.61,https://huggingface.co/LeoLM/leo-hessianai-7b
1151,synapsoft/Llama-2-7b-hf-flan2022-1.2M,41.68,23.29,78.46,42.33,37.97,75.53,4.47,29.66,instruction-tuned,16bit,6.74,https://huggingface.co/synapsoft/Llama-2-7b-hf-flan2022-1.2M
1152,project-baize/baize-healthcare-lora-7B,41.66,54.1,77.32,37.09,39.96,72.85,4.4,5.93,instruction-tuned,16bit,7.0,https://huggingface.co/project-baize/baize-healthcare-lora-7B
1153,microsoft/phi-1_5,41.6,52.9,63.79,43.89,40.89,72.22,12.43,5.04,pretrained,16bit,0.0,https://huggingface.co/microsoft/phi-1_5
1154,bigcode/starcoderplus,41.58,48.72,77.3,43.72,37.85,70.01,8.04,5.43,fine-tuned,16bit,15.52,https://huggingface.co/bigcode/starcoderplus
1155,aiplanet/effi-7b,41.53,55.12,78.07,35.91,39.71,72.53,3.18,6.15,fine-tuned,4bit,12.85,https://huggingface.co/aiplanet/effi-7b
1156,DevaMalla/llama_7b_qlora_cds,41.51,52.47,77.76,32.38,46.14,71.74,4.09,5.95,fine-tuned,16bit,7.0,https://huggingface.co/DevaMalla/llama_7b_qlora_cds
1157,Neko-Institute-of-Science/metharme-7b,41.5,53.67,78.62,35.91,39.16,72.53,5.0,5.62,fine-tuned,16bit,6.74,https://huggingface.co/Neko-Institute-of-Science/metharme-7b
1158,TheBloke/guanaco-7B-HF,41.37,52.99,80.05,35.32,39.2,71.43,5.08,5.53,fine-tuned,16bit,6.61,https://huggingface.co/TheBloke/guanaco-7B-HF
1159,openlm-research/open_llama_13b,41.37,51.19,75.23,43.75,38.08,72.06,3.26,5.99,pretrained,16bit,12.85,https://huggingface.co/openlm-research/open_llama_13b
1160,hyunseoki/ko-ref-llama2-13b,41.32,48.38,73.56,34.83,35.82,69.14,0.0,27.53,fine-tuned,16bit,12.85,https://huggingface.co/hyunseoki/ko-ref-llama2-13b
1161,WeOpenML/PandaLM-Alpaca-7B-v1,41.31,50.85,77.36,35.91,36.63,71.9,0.91,15.61,fine-tuned,16bit,6.61,https://huggingface.co/WeOpenML/PandaLM-Alpaca-7B-v1
1162,JosephusCheung/Guanaco,41.3,50.17,72.69,30.3,37.64,68.67,0.0,29.61,,16bit,6.61,https://huggingface.co/JosephusCheung/Guanaco
1163,FelixChao/CodeLlama13B-Finetune-v1,41.24,45.82,69.36,45.05,44.97,66.93,10.99,5.53,fine-tuned,16bit,12.85,https://huggingface.co/FelixChao/CodeLlama13B-Finetune-v1
1164,ausboss/llama7b-wizardlm-unfiltered,41.21,52.99,77.89,36.41,37.75,72.3,4.32,6.78,,16bit,6.61,https://huggingface.co/ausboss/llama7b-wizardlm-unfiltered
1165,togethercomputer/LLaMA-2-7B-32K,41.13,47.53,76.14,43.33,39.23,71.9,4.32,5.48,fine-tuned,16bit,6.61,https://huggingface.co/togethercomputer/LLaMA-2-7B-32K
1166,rinna/youri-7b,41.12,49.06,74.89,42.22,36.03,71.82,8.64,5.18,fine-tuned,16bit,7.0,https://huggingface.co/rinna/youri-7b
1167,TheBloke/koala-7B-HF,41.08,47.1,73.58,25.53,45.96,69.93,3.64,21.85,fine-tuned,16bit,6.61,https://huggingface.co/TheBloke/koala-7B-HF
1168,shibing624/chinese-llama-plus-13b-hf,41.06,46.25,71.88,40.74,39.89,73.09,0.53,15.08,fine-tuned,16bit,12.94,https://huggingface.co/shibing624/chinese-llama-plus-13b-hf
1169,TigerResearch/tigerbot-7b-sft,41.01,41.64,60.56,29.89,58.18,63.54,6.29,27.0,,16bit,7.07,https://huggingface.co/TigerResearch/tigerbot-7b-sft
1170,GeorgiaTechResearchInstitute/galpaca-30b,40.99,49.57,58.2,43.78,41.16,62.51,2.81,28.89,fine-tuned,16bit,29.97,https://huggingface.co/GeorgiaTechResearchInstitute/galpaca-30b
1171,DevaMalla/llama_7b_lora,40.97,54.86,79.1,33.63,34.74,72.77,5.53,6.12,fine-tuned,16bit,7.0,https://huggingface.co/DevaMalla/llama_7b_lora
1172,VMware/open-llama-7b-open-instruct,40.9,49.74,73.67,31.52,34.65,65.43,0.53,30.75,,16bit,6.61,https://huggingface.co/VMware/open-llama-7b-open-instruct
1173,ajibawa-2023/carl-7b,40.87,53.5,78.29,33.96,40.29,68.59,2.35,9.13,fine-tuned,16bit,6.61,https://huggingface.co/ajibawa-2023/carl-7b
1174,project-baize/baize-v2-7b,40.86,48.98,75.06,39.6,41.39,71.11,4.17,5.67,fine-tuned,16bit,6.61,https://huggingface.co/project-baize/baize-v2-7b
1175,uukuguy/speechless-codellama-platypus-13b,40.81,46.16,68.88,44.55,44.98,66.14,9.4,5.54,fine-tuned,16bit,12.85,https://huggingface.co/uukuguy/speechless-codellama-platypus-13b
1176,TheBloke/BigTranslate-13B-GPTQ,40.74,45.31,75.1,31.18,40.6,70.96,0.0,22.03,fine-tuned,16bit,17.99,https://huggingface.co/TheBloke/BigTranslate-13B-GPTQ
1177,DevaMalla/llama_7b_qlora,40.73,55.12,78.26,35.71,33.98,72.06,4.55,5.46,fine-tuned,4bit,7.0,https://huggingface.co/DevaMalla/llama_7b_qlora
1178,jondurbin/airoboros-7b-gpt4-1.4.1-qlora,40.72,52.73,77.89,38.77,36.07,70.32,2.27,6.96,fine-tuned,16bit,6.61,https://huggingface.co/jondurbin/airoboros-7b-gpt4-1.4.1-qlora
1179,DevaMalla/llama7b_alpaca_1gpu_bf16,40.71,52.73,78.78,36.26,33.71,72.93,4.55,5.98,fine-tuned,16bit,6.61,https://huggingface.co/DevaMalla/llama7b_alpaca_1gpu_bf16
1180,FreedomIntelligence/phoenix-inst-chat-7b,40.69,44.71,63.23,39.06,47.08,62.83,1.29,26.62,,16bit,7.07,https://huggingface.co/FreedomIntelligence/phoenix-inst-chat-7b
1181,stabilityai/stablelm-3b-4e1t,40.69,46.59,75.94,45.23,37.2,71.19,3.34,5.36,pretrained,16bit,2.8,https://huggingface.co/stabilityai/stablelm-3b-4e1t
1182,mosaicml/mpt-7b-chat,40.65,46.5,75.51,37.62,40.16,68.43,4.09,12.2,fine-tuned,16bit,6.65,https://huggingface.co/mosaicml/mpt-7b-chat
1183,wenge-research/yayi-13b-llama2,40.55,48.55,74.82,38.68,42.19,69.69,4.02,5.92,fine-tuned,16bit,12.85,https://huggingface.co/wenge-research/yayi-13b-llama2
1184,yhyhy3/open_llama_7b_v2_med_instruct,40.53,46.5,76.91,42.32,40.33,69.3,2.05,6.29,fine-tuned,16bit,6.61,https://huggingface.co/yhyhy3/open_llama_7b_v2_med_instruct
1185,cmarkea/bloomz-7b1-mt-sft-chat,40.39,44.03,62.6,38.64,44.34,63.3,0.53,29.33,fine-tuned,16bit,7.07,https://huggingface.co/cmarkea/bloomz-7b1-mt-sft-chat
1186,illuin/test-custom-llama,40.37,52.3,77.49,36.61,33.81,72.06,4.02,6.31,fine-tuned,16bit,6.61,https://huggingface.co/illuin/test-custom-llama
1187,Vmware/open-llama-7b-v2-open-instruct,40.34,39.76,70.31,35.16,39.53,64.33,7.43,25.88,fine-tuned,16bit,6.61,https://huggingface.co/Vmware/open-llama-7b-v2-open-instruct
1188,stabilityai/stablelm-base-alpha-7b-v2,40.31,47.35,77.08,45.1,36.46,68.51,2.58,5.08,pretrained,16bit,6.89,https://huggingface.co/stabilityai/stablelm-base-alpha-7b-v2
1189,Neko-Institute-of-Science/pygmalion-7b,40.29,51.37,77.81,35.68,34.54,72.22,4.62,5.79,fine-tuned,16bit,6.74,https://huggingface.co/Neko-Institute-of-Science/pygmalion-7b
1190,YeungNLP/firefly-llama2-7b-pretrain,40.26,48.63,74.83,41.04,39.08,70.24,3.26,4.74,fine-tuned,16bit,6.7,https://huggingface.co/YeungNLP/firefly-llama2-7b-pretrain
1191,bigscience/bloom,40.15,50.43,76.41,30.85,39.76,72.06,6.9,4.66,pretrained,16bit,176.25,https://huggingface.co/bigscience/bloom
1192,uukuguy/speechless-tora-code-7b-v1.0,40.1,42.66,65.16,38.56,42.06,62.9,0.91,28.48,fine-tuned,16bit,6.61,https://huggingface.co/uukuguy/speechless-tora-code-7b-v1.0
1193,Writer/palmyra-med-20b,40.02,46.93,73.51,44.34,35.47,65.35,2.65,11.88,instruction-tuned,16bit,20.26,https://huggingface.co/Writer/palmyra-med-20b
1194,TheBloke/CodeLlama-13B-Instruct-fp16,40.01,44.62,64.94,38.77,45.88,68.03,12.66,5.14,instruction-tuned,16bit,13.02,https://huggingface.co/TheBloke/CodeLlama-13B-Instruct-fp16
1195,bigscience/bloomz-7b1,40.01,42.49,63.01,37.85,45.2,64.64,0.08,26.8,,16bit,7.07,https://huggingface.co/bigscience/bloomz-7b1
1196,codellama/CodeLlama-13b-Instruct-hf,40.01,44.54,64.93,38.89,45.88,68.03,12.66,5.14,instruction-tuned,16bit,13.02,https://huggingface.co/codellama/CodeLlama-13b-Instruct-hf
1197,bigscience/bloomz-7b1-mt,39.96,43.86,62.91,37.35,45.65,63.06,0.0,26.9,,16bit,7.07,https://huggingface.co/bigscience/bloomz-7b1-mt
1198,uukuguy/speechless-codellama-platypus-13b,39.96,45.31,68.63,42.82,42.38,65.59,9.1,5.91,instruction-tuned,16bit,12.85,https://huggingface.co/uukuguy/speechless-codellama-platypus-13b
1199,TheBloke/Planner-7B-fp16,39.93,51.02,77.82,35.71,34.33,71.43,3.56,5.62,fine-tuned,16bit,6.61,https://huggingface.co/TheBloke/Planner-7B-fp16
1200,huggingface/llama-7b,39.93,51.02,77.82,35.71,34.33,71.43,3.56,5.62,pretrained,16bit,6.74,https://ai.facebook.com/blog/large-language-model-llama-meta-ai/
1201,DevaMalla/llama-base-7b,39.91,50.94,77.8,35.67,34.34,71.43,3.56,5.62,pretrained,16bit,6.61,https://huggingface.co/DevaMalla/llama-base-7b
1202,NurtureAI/Orca-2-7B-16k,39.86,50.6,63.89,36.68,45.37,54.22,1.52,26.74,fine-tuned,16bit,6.74,https://huggingface.co/NurtureAI/Orca-2-7B-16k
1203,yeontaek/WizardCoder-Python-13B-LoRa,39.78,47.78,69.6,38.76,43.97,65.43,7.81,5.13,instruction-tuned,16bit,12.85,https://huggingface.co/yeontaek/WizardCoder-Python-13B-LoRa
1204,ashercn97/giraffe-7b,39.73,47.18,75.53,38.89,38.48,68.98,2.65,6.39,fine-tuned,16bit,6.61,https://huggingface.co/ashercn97/giraffe-7b
1205,AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct,39.57,40.78,67.77,31.57,40.32,63.54,6.37,26.67,instruction-tuned,16bit,7.11,https://huggingface.co/AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct
1206,jlevin/guanaco-unchained-llama-2-7b,39.52,47.35,72.16,41.76,41.49,64.48,3.41,6.0,fine-tuned,16bit,7.0,https://huggingface.co/jlevin/guanaco-unchained-llama-2-7b
1207,Enno-Ai/ennodata-7b,39.48,51.02,77.62,33.95,33.53,70.96,3.71,5.59,fine-tuned,8bit,6.61,https://huggingface.co/Enno-Ai/ennodata-7b
1208,OpenAssistant/codellama-13b-oasst-sft-v10,39.47,45.39,62.36,35.36,45.02,67.8,13.19,7.17,instruction-tuned,4bit,13.02,https://huggingface.co/OpenAssistant/codellama-13b-oasst-sft-v10
1209,beomi/llama-2-ko-7b,39.43,48.46,75.28,39.56,34.49,72.14,1.97,4.1,fine-tuned,16bit,6.86,https://huggingface.co/beomi/llama-2-ko-7b
